session,Driver,DriverNumber,Team,LapNumber,LapTime_s,Sector1Time_s,Sector2Time_s,Sector3Time_s,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,TrackStatus,session_order
Qualifying,ANT,12,Mercedes,2.0,93.305,24.288,28.048,40.969,283.0,276.0,260.0,311.0,SOFT,2.0,True,True,1,4
Qualifying,ANT,12,Mercedes,3.0,122.47,35.87,33.268,53.332,168.0,243.0,,202.0,SOFT,3.0,True,False,1,4
Qualifying,ANT,12,Mercedes,5.0,92.95,24.156,27.861,40.933,285.0,272.0,251.0,311.0,SOFT,5.0,False,True,1,4
Qualifying,ANT,12,Mercedes,6.0,145.284,29.606,56.034,59.644,118.0,240.0,,101.0,SOFT,6.0,False,False,1,4
Qualifying,ANT,12,Mercedes,8.0,92.443,24.141,27.726,40.576,286.0,279.0,256.0,314.0,SOFT,2.0,True,True,1,4
Qualifying,ANT,12,Mercedes,9.0,121.273,30.445,37.844,52.984,228.0,255.0,,293.0,SOFT,3.0,True,False,12,4
Qualifying,ANT,12,Mercedes,11.0,92.322,24.003,27.714,40.605,285.0,273.0,251.0,310.0,SOFT,2.0,True,True,1,4
Qualifying,ANT,12,Mercedes,12.0,108.256,27.758,31.08,49.418,244.0,249.0,,290.0,SOFT,3.0,True,False,1,4
Qualifying,ANT,12,Mercedes,14.0,92.064,24.013,27.664,40.387,286.0,276.0,253.0,308.0,SOFT,2.0,True,True,1,4
Qualifying,ANT,12,Mercedes,15.0,118.062,28.716,31.585,57.761,229.0,233.0,,278.0,SOFT,3.0,True,False,1,4
Qualifying,BEA,87,Haas F1 Team,2.0,94.804,24.937,28.623,41.244,290.0,273.0,260.0,314.0,SOFT,12.0,False,True,1,4
Qualifying,BEA,87,Haas F1 Team,3.0,110.796,26.798,30.634,53.364,287.0,280.0,,244.0,SOFT,13.0,False,False,1,4
Qualifying,BEA,87,Haas F1 Team,5.0,93.756,24.696,28.104,40.956,290.0,269.0,260.0,309.0,SOFT,2.0,True,True,1,4
Qualifying,BEA,87,Haas F1 Team,6.0,135.892,42.481,36.085,57.326,211.0,215.0,274.0,278.0,SOFT,3.0,True,False,1,4
Qualifying,BEA,87,Haas F1 Team,7.0,93.687,24.538,28.209,40.94,291.0,273.0,262.0,311.0,SOFT,4.0,True,True,1,4
Qualifying,BEA,87,Haas F1 Team,8.0,121.073,29.635,32.565,58.873,230.0,216.0,,213.0,SOFT,5.0,True,False,1,4
Qualifying,BEA,87,Haas F1 Team,10.0,93.197,24.348,27.847,41.002,290.0,265.0,265.0,308.0,SOFT,2.0,True,True,1,4
Qualifying,BEA,87,Haas F1 Team,11.0,119.193,28.359,32.585,58.249,284.0,237.0,,199.0,SOFT,3.0,True,False,1,4
Qualifying,BEA,87,Haas F1 Team,13.0,105.574,24.234,27.843,53.497,289.0,270.0,,306.0,SOFT,2.0,True,False,12,4
Qualifying,BEA,87,Haas F1 Team,15.0,93.956,24.415,28.61,40.931,288.0,265.0,264.0,306.0,SOFT,2.0,True,True,1,4
Qualifying,BEA,87,Haas F1 Team,16.0,121.123,27.426,39.119,54.578,238.0,277.0,,282.0,SOFT,3.0,True,False,1,4
Qualifying,BEA,87,Haas F1 Team,18.0,93.292,24.361,27.891,41.04,288.0,269.0,257.0,301.0,SOFT,2.0,True,True,1,4
Qualifying,BEA,87,Haas F1 Team,19.0,137.192,31.026,34.974,71.192,185.0,198.0,,192.0,SOFT,3.0,True,False,1,4
Qualifying,BOR,5,Audi,2.0,137.426,58.282,32.117,47.027,267.0,197.0,275.0,250.0,SOFT,1.0,True,False,1,4
Qualifying,BOR,5,Audi,3.0,94.349,24.682,28.367,41.3,282.0,286.0,260.0,315.0,SOFT,2.0,True,True,1,4
Qualifying,BOR,5,Audi,4.0,131.917,35.106,35.703,61.108,167.0,230.0,266.0,248.0,SOFT,3.0,True,False,1,4
Qualifying,BOR,5,Audi,5.0,94.484,24.759,28.231,41.494,281.0,286.0,260.0,317.0,SOFT,4.0,True,False,1,4
Qualifying,BOR,5,Audi,6.0,123.416,29.724,35.948,57.744,256.0,220.0,,287.0,SOFT,5.0,True,False,1,4
Qualifying,BOR,5,Audi,8.0,93.549,24.539,28.214,40.796,282.0,284.0,260.0,316.0,SOFT,2.0,True,True,1,4
Qualifying,BOR,5,Audi,9.0,126.409,31.805,36.784,57.82,198.0,222.0,,214.0,SOFT,3.0,True,False,1,4
Qualifying,BOR,5,Audi,11.0,93.965,24.607,28.272,41.086,282.0,286.0,264.0,316.0,SOFT,2.0,True,True,1,4
Qualifying,BOR,5,Audi,12.0,115.875,29.579,33.307,52.989,259.0,241.0,,275.0,SOFT,3.0,True,False,1,4
Qualifying,BOR,5,Audi,14.0,126.878,24.582,28.145,74.151,283.0,285.0,,322.0,SOFT,2.0,True,False,12,4
Qualifying,BOT,77,Cadillac,2.0,96.968,25.381,29.189,42.398,273.0,266.0,265.0,306.0,SOFT,2.0,True,True,1,4
Qualifying,BOT,77,Cadillac,3.0,115.084,27.893,32.831,54.36,247.0,275.0,,281.0,SOFT,3.0,True,False,1,4
Qualifying,BOT,77,Cadillac,5.0,95.928,25.146,28.989,41.793,280.0,275.0,262.0,312.0,SOFT,2.0,True,True,1,4
Qualifying,BOT,77,Cadillac,6.0,118.816,27.918,35.681,55.217,256.0,261.0,,281.0,SOFT,3.0,True,False,1,4
Qualifying,BOT,77,Cadillac,8.0,95.436,24.949,28.972,41.515,278.0,258.0,260.0,310.0,SOFT,2.0,True,True,1,4
Qualifying,BOT,77,Cadillac,9.0,125.483,30.873,34.59,60.02,201.0,255.0,,225.0,SOFT,3.0,True,False,1,4
Qualifying,COL,43,Alpine,2.0,95.973,25.029,29.014,41.93,285.0,275.0,251.0,313.0,SOFT,2.0,True,True,1,4
Qualifying,COL,43,Alpine,3.0,111.54,28.513,33.878,49.149,251.0,272.0,,289.0,SOFT,3.0,True,False,1,4
Qualifying,COL,43,Alpine,4.0,139.384,57.664,33.697,48.023,239.0,227.0,279.0,247.0,SOFT,1.0,True,False,1,4
Qualifying,COL,43,Alpine,5.0,94.388,24.577,28.278,41.533,285.0,274.0,249.0,309.0,SOFT,2.0,True,True,1,4
Qualifying,COL,43,Alpine,6.0,111.194,28.271,32.191,50.732,253.0,262.0,,286.0,SOFT,3.0,True,False,1,4
Qualifying,COL,43,Alpine,8.0,93.634,24.439,28.248,40.947,288.0,276.0,251.0,320.0,SOFT,2.0,True,True,1,4
Qualifying,COL,43,Alpine,9.0,117.17,29.565,32.663,54.942,251.0,268.0,,227.0,SOFT,3.0,True,False,1,4
Qualifying,COL,43,Alpine,11.0,93.616,24.413,28.127,41.076,285.0,276.0,253.0,314.0,SOFT,2.0,True,True,1,4
Qualifying,COL,43,Alpine,12.0,115.501,27.803,34.073,53.625,244.0,257.0,,234.0,SOFT,3.0,True,False,1,4
Qualifying,COL,43,Alpine,14.0,93.357,24.254,28.078,41.025,286.0,275.0,250.0,317.0,SOFT,2.0,True,True,12,4
Qualifying,COL,43,Alpine,15.0,115.348,29.194,31.579,54.575,220.0,263.0,,242.0,SOFT,3.0,True,False,1,4
Qualifying,GAS,10,Alpine,2.0,94.503,24.556,28.437,41.51,287.0,276.0,254.0,319.0,SOFT,5.0,False,True,1,4
Qualifying,GAS,10,Alpine,3.0,117.628,29.935,33.995,53.698,243.0,251.0,,288.0,SOFT,6.0,False,False,1,4
Qualifying,GAS,10,Alpine,5.0,93.904,24.416,28.209,41.279,284.0,275.0,252.0,315.0,SOFT,2.0,True,True,1,4
Qualifying,GAS,10,Alpine,6.0,120.834,33.282,36.632,50.92,229.0,250.0,253.0,297.0,SOFT,3.0,True,False,1,4
Qualifying,GAS,10,Alpine,7.0,116.611,28.483,33.973,54.155,261.0,245.0,277.0,271.0,SOFT,4.0,True,False,1,4
Qualifying,GAS,10,Alpine,8.0,93.788,24.532,28.214,41.042,288.0,275.0,255.0,317.0,SOFT,5.0,True,True,1,4
Qualifying,GAS,10,Alpine,9.0,123.973,30.36,35.877,57.736,237.0,240.0,,290.0,SOFT,6.0,True,False,1,4
Qualifying,GAS,10,Alpine,11.0,93.28,24.164,27.809,41.307,285.0,278.0,251.0,311.0,SOFT,2.0,False,True,1,4
Qualifying,GAS,10,Alpine,12.0,121.1,30.579,35.399,55.122,238.0,243.0,,271.0,SOFT,3.0,False,False,1,4
Qualifying,GAS,10,Alpine,14.0,93.003,24.099,27.831,41.073,284.0,276.0,251.0,314.0,SOFT,2.0,True,True,12,4
Qualifying,GAS,10,Alpine,15.0,125.25,31.557,37.894,55.799,213.0,252.0,,294.0,SOFT,3.0,True,False,1,4
Qualifying,GAS,10,Alpine,17.0,94.052,24.595,28.181,41.276,285.0,276.0,247.0,313.0,SOFT,5.0,False,True,1,4
Qualifying,GAS,10,Alpine,18.0,116.735,29.388,34.22,53.127,242.0,253.0,,295.0,SOFT,6.0,False,False,1,4
Qualifying,GAS,10,Alpine,20.0,92.873,24.185,27.788,40.9,284.0,278.0,252.0,312.0,SOFT,2.0,True,True,1,4
Qualifying,GAS,10,Alpine,21.0,132.084,30.504,35.16,66.42,240.0,226.0,,179.0,SOFT,3.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,2.0,94.519,24.816,28.593,41.11,287.0,283.0,268.0,315.0,MEDIUM,2.0,True,True,1,4
Qualifying,HAD,6,Red Bull Racing,3.0,125.814,35.827,37.439,52.548,181.0,218.0,274.0,177.0,MEDIUM,3.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,4.0,94.396,24.83,28.45,41.116,285.0,284.0,264.0,314.0,MEDIUM,4.0,True,True,1,4
Qualifying,HAD,6,Red Bull Racing,5.0,117.136,29.156,32.164,55.816,241.0,264.0,,282.0,MEDIUM,5.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,7.0,93.632,24.465,28.324,40.843,283.0,276.0,263.0,316.0,SOFT,2.0,True,True,1,4
Qualifying,HAD,6,Red Bull Racing,8.0,127.074,29.918,37.164,59.992,209.0,205.0,,234.0,SOFT,3.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,10.0,93.352,24.487,28.136,40.729,282.0,275.0,265.0,315.0,SOFT,2.0,True,True,1,4
Qualifying,HAD,6,Red Bull Racing,11.0,117.892,29.202,33.438,55.252,237.0,265.0,,265.0,SOFT,3.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,13.0,93.497,24.474,28.023,41.0,284.0,282.0,275.0,309.0,SOFT,2.0,True,False,1,4
Qualifying,HAD,6,Red Bull Racing,14.0,115.226,27.914,33.404,53.908,244.0,256.0,,290.0,SOFT,3.0,True,False,12,4
Qualifying,HAD,6,Red Bull Racing,16.0,93.354,24.488,28.196,40.67,284.0,276.0,260.0,316.0,SOFT,5.0,False,True,1,4
Qualifying,HAD,6,Red Bull Racing,17.0,113.303,27.972,32.103,53.228,245.0,247.0,,289.0,SOFT,6.0,False,False,1,4
Qualifying,HAD,6,Red Bull Racing,19.0,93.121,24.529,27.933,40.659,284.0,275.0,260.0,311.0,SOFT,2.0,True,True,1,4
Qualifying,HAD,6,Red Bull Racing,20.0,129.033,30.267,35.703,63.063,191.0,217.0,,285.0,SOFT,3.0,True,False,1,4
Qualifying,HAM,44,Ferrari,2.0,95.892,24.728,29.555,41.609,276.0,259.0,258.0,307.0,MEDIUM,7.0,False,True,1,4
Qualifying,HAM,44,Ferrari,3.0,118.798,29.407,31.384,58.007,270.0,263.0,,259.0,MEDIUM,8.0,False,False,1,4
Qualifying,HAM,44,Ferrari,5.0,93.522,24.336,28.133,41.053,271.0,275.0,252.0,308.0,SOFT,2.0,True,True,1,4
Qualifying,HAM,44,Ferrari,6.0,131.966,35.543,37.622,58.801,190.0,229.0,,250.0,SOFT,3.0,True,False,1,4
Qualifying,HAM,44,Ferrari,8.0,92.834,24.21,27.771,40.853,270.0,272.0,255.0,307.0,SOFT,5.0,False,True,1,4
Qualifying,HAM,44,Ferrari,9.0,115.967,30.675,33.993,51.299,231.0,251.0,,259.0,SOFT,6.0,False,False,1,4
Qualifying,HAM,44,Ferrari,11.0,92.567,24.156,27.807,40.604,270.0,273.0,255.0,306.0,SOFT,2.0,True,True,1,4
Qualifying,HAM,44,Ferrari,12.0,126.863,30.666,36.637,59.56,228.0,205.0,276.0,253.0,SOFT,3.0,True,False,1,4
Qualifying,HAM,44,Ferrari,13.0,106.805,24.28,27.827,54.698,269.0,271.0,,310.0,SOFT,4.0,True,False,12,4
Qualifying,HAM,44,Ferrari,15.0,93.02,24.08,28.236,40.704,269.0,264.0,255.0,312.0,SOFT,2.0,True,True,1,4
Qualifying,HAM,44,Ferrari,16.0,116.241,31.267,30.753,54.221,243.0,238.0,,286.0,SOFT,3.0,True,False,1,4
Qualifying,HAM,44,Ferrari,18.0,92.415,24.184,27.696,40.535,269.0,274.0,257.0,303.0,SOFT,2.0,True,True,1,4
Qualifying,HAM,44,Ferrari,19.0,130.702,30.786,33.478,66.438,209.0,205.0,,209.0,SOFT,3.0,True,False,1,4
Qualifying,HUL,27,Audi,2.0,133.272,49.5,30.64,53.132,274.0,257.0,277.0,161.0,SOFT,1.0,True,False,1,4
Qualifying,HUL,27,Audi,3.0,94.116,24.876,28.201,41.039,287.0,284.0,266.0,315.0,SOFT,2.0,True,True,1,4
Qualifying,HUL,27,Audi,4.0,130.677,33.73,40.93,56.017,168.0,219.0,274.0,279.0,SOFT,3.0,True,False,1,4
Qualifying,HUL,27,Audi,5.0,94.158,24.86,28.365,40.933,286.0,285.0,269.0,313.0,SOFT,4.0,True,False,1,4
Qualifying,HUL,27,Audi,6.0,115.361,30.532,33.407,51.422,269.0,258.0,,280.0,SOFT,5.0,True,False,1,4
Qualifying,HUL,27,Audi,8.0,93.368,24.558,28.067,40.743,285.0,281.0,271.0,313.0,SOFT,2.0,True,True,1,4
Qualifying,HUL,27,Audi,9.0,114.547,28.759,32.776,53.012,252.0,266.0,,282.0,SOFT,3.0,True,False,1,4
Qualifying,HUL,27,Audi,11.0,93.354,24.592,27.937,40.825,286.0,283.0,271.0,310.0,SOFT,2.0,True,True,1,4
Qualifying,HUL,27,Audi,12.0,121.602,32.607,36.031,52.964,220.0,251.0,,289.0,SOFT,3.0,True,False,12,4
Qualifying,LAW,30,Racing Bulls,2.0,94.731,24.857,28.518,41.356,292.0,287.0,267.0,316.0,SOFT,2.0,True,True,1,4
Qualifying,LAW,30,Racing Bulls,3.0,116.952,28.69,32.581,55.681,233.0,235.0,,261.0,SOFT,3.0,True,False,1,4
Qualifying,LAW,30,Racing Bulls,5.0,94.209,24.644,28.495,41.07,291.0,289.0,260.0,319.0,SOFT,2.0,True,True,1,4
Qualifying,LAW,30,Racing Bulls,6.0,112.876,27.885,33.806,51.185,238.0,244.0,241.0,259.0,SOFT,3.0,True,False,1,4
Qualifying,LAW,30,Racing Bulls,7.0,111.381,29.079,33.118,49.184,235.0,251.0,278.0,259.0,SOFT,4.0,True,False,1,4
Qualifying,LAW,30,Racing Bulls,8.0,94.139,24.588,28.64,40.911,291.0,288.0,262.0,313.0,SOFT,5.0,True,True,1,4
Qualifying,LAW,30,Racing Bulls,9.0,117.479,28.286,33.077,56.116,228.0,237.0,,243.0,SOFT,6.0,True,False,1,4
Qualifying,LAW,30,Racing Bulls,11.0,93.765,24.634,28.157,40.974,291.0,290.0,262.0,311.0,SOFT,5.0,False,True,1,4
Qualifying,LAW,30,Racing Bulls,12.0,114.48,28.221,32.698,53.561,240.0,236.0,,259.0,SOFT,6.0,False,False,1,4
Qualifying,LAW,30,Racing Bulls,14.0,96.237,24.339,28.117,43.781,291.0,290.0,202.0,311.0,SOFT,2.0,True,False,12,4
Qualifying,LAW,30,Racing Bulls,15.0,129.557,31.77,33.93,63.857,191.0,241.0,,154.0,SOFT,3.0,True,False,21,4
Qualifying,LEC,16,Ferrari,2.0,94.507,24.723,28.384,41.4,274.0,266.0,262.0,304.0,SOFT,11.0,False,True,1,4
Qualifying,LEC,16,Ferrari,3.0,114.827,28.027,33.764,53.036,204.0,190.0,275.0,178.0,SOFT,12.0,False,False,1,4
Qualifying,LEC,16,Ferrari,4.0,104.077,24.649,28.29,51.138,272.0,271.0,,302.0,SOFT,13.0,False,False,1,4
Qualifying,LEC,16,Ferrari,6.0,93.175,24.376,28.073,40.726,273.0,267.0,259.0,310.0,SOFT,2.0,True,True,1,4
Qualifying,LEC,16,Ferrari,7.0,118.354,30.91,32.421,55.023,277.0,255.0,,267.0,SOFT,3.0,True,False,1,4
Qualifying,LEC,16,Ferrari,9.0,92.902,24.208,27.849,40.845,273.0,261.0,259.0,304.0,SOFT,5.0,False,True,1,4
Qualifying,LEC,16,Ferrari,10.0,112.202,28.413,32.511,51.278,280.0,274.0,,281.0,SOFT,6.0,False,False,1,4
Qualifying,LEC,16,Ferrari,12.0,92.486,24.022,27.729,40.735,273.0,266.0,260.0,304.0,SOFT,2.0,True,True,1,4
Qualifying,LEC,16,Ferrari,13.0,122.599,30.177,40.409,52.013,198.0,153.0,282.0,206.0,SOFT,3.0,True,False,1,4
Qualifying,LEC,16,Ferrari,14.0,107.894,24.403,28.407,55.084,281.0,241.0,,282.0,SOFT,4.0,True,False,12,4
Qualifying,LEC,16,Ferrari,16.0,92.623,24.063,27.894,40.666,274.0,262.0,261.0,304.0,SOFT,2.0,True,True,1,4
Qualifying,LEC,16,Ferrari,17.0,116.257,27.233,36.19,52.834,147.0,122.0,,283.0,SOFT,3.0,True,False,1,4
Qualifying,LEC,16,Ferrari,19.0,92.428,24.118,27.66,40.65,271.0,267.0,256.0,304.0,SOFT,2.0,True,True,1,4
Qualifying,LEC,16,Ferrari,20.0,127.785,29.733,32.349,65.703,207.0,201.0,,161.0,SOFT,3.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,2.0,114.185,25.115,39.885,49.185,288.0,252.0,276.0,274.0,SOFT,2.0,True,True,1,4
Qualifying,LIN,41,Racing Bulls,3.0,95.035,24.862,28.739,41.434,289.0,285.0,263.0,317.0,SOFT,3.0,True,True,1,4
Qualifying,LIN,41,Racing Bulls,4.0,120.01,35.054,35.808,49.148,237.0,251.0,278.0,283.0,SOFT,4.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,5.0,95.961,24.732,28.689,42.54,289.0,288.0,259.0,309.0,SOFT,5.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,6.0,120.046,30.584,34.117,55.345,239.0,236.0,,243.0,SOFT,6.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,8.0,93.906,24.542,28.461,40.903,291.0,288.0,258.0,316.0,SOFT,2.0,True,True,1,4
Qualifying,LIN,41,Racing Bulls,9.0,120.621,31.481,33.688,55.452,240.0,251.0,,253.0,SOFT,3.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,11.0,93.784,24.492,28.254,41.038,290.0,287.0,261.0,312.0,SOFT,2.0,True,True,1,4
Qualifying,LIN,41,Racing Bulls,12.0,115.688,29.225,33.041,53.422,243.0,247.0,,280.0,SOFT,3.0,True,False,1,4
Qualifying,LIN,41,Racing Bulls,14.0,98.588,24.319,28.181,46.088,291.0,284.0,140.0,312.0,SOFT,2.0,True,False,12,4
Qualifying,LIN,41,Racing Bulls,15.0,126.293,35.905,34.356,56.032,201.0,251.0,,260.0,SOFT,3.0,True,False,21,4
Qualifying,NOR,1,McLaren,2.0,94.401,24.644,28.436,41.321,280.0,276.0,257.0,310.0,SOFT,11.0,False,True,1,4
Qualifying,NOR,1,McLaren,3.0,114.046,28.93,32.674,52.442,200.0,242.0,,266.0,SOFT,12.0,False,False,1,4
Qualifying,NOR,1,McLaren,5.0,93.535,24.314,28.156,41.065,282.0,274.0,255.0,309.0,SOFT,2.0,True,True,1,4
Qualifying,NOR,1,McLaren,6.0,118.89,30.523,33.315,55.052,209.0,222.0,,293.0,SOFT,3.0,True,False,1,4
Qualifying,NOR,1,McLaren,8.0,93.271,24.327,28.005,40.939,280.0,275.0,257.0,307.0,SOFT,5.0,False,True,1,4
Qualifying,NOR,1,McLaren,9.0,116.401,31.187,32.726,52.488,218.0,245.0,,274.0,SOFT,6.0,False,False,1,4
Qualifying,NOR,1,McLaren,11.0,93.024,24.308,27.9,40.816,282.0,275.0,257.0,305.0,SOFT,2.0,True,True,1,4
Qualifying,NOR,1,McLaren,12.0,124.799,32.499,34.906,57.394,198.0,196.0,278.0,298.0,SOFT,3.0,True,False,1,4
Qualifying,NOR,1,McLaren,13.0,92.91,24.209,27.912,40.789,282.0,276.0,257.0,308.0,SOFT,4.0,True,True,12,4
Qualifying,NOR,1,McLaren,14.0,113.615,28.653,32.649,52.313,219.0,253.0,,287.0,SOFT,5.0,True,False,1,4
Qualifying,NOR,1,McLaren,16.0,92.608,24.078,27.782,40.748,282.0,277.0,258.0,305.0,SOFT,2.0,True,True,1,4
Qualifying,NOR,1,McLaren,17.0,113.305,28.485,32.978,51.842,249.0,207.0,,294.0,SOFT,3.0,True,False,1,4
Qualifying,NOR,1,McLaren,19.0,92.631,23.995,27.747,40.889,280.0,277.0,256.0,302.0,SOFT,2.0,True,False,1,4
Qualifying,NOR,1,McLaren,20.0,122.239,30.061,34.793,57.385,187.0,219.0,,256.0,SOFT,3.0,True,False,1,4
Qualifying,OCO,31,Haas F1 Team,2.0,94.904,24.622,28.94,41.342,297.0,278.0,266.0,310.0,SOFT,9.0,False,True,1,4
Qualifying,OCO,31,Haas F1 Team,3.0,114.005,27.99,32.608,53.407,239.0,276.0,,278.0,SOFT,10.0,False,False,1,4
Qualifying,OCO,31,Haas F1 Team,5.0,94.068,24.522,28.275,41.271,288.0,271.0,258.0,307.0,SOFT,2.0,True,True,1,4
Qualifying,OCO,31,Haas F1 Team,6.0,130.55,32.414,37.761,60.375,212.0,182.0,274.0,275.0,SOFT,3.0,True,False,1,4
Qualifying,OCO,31,Haas F1 Team,7.0,93.974,24.615,28.331,41.028,290.0,272.0,263.0,309.0,SOFT,4.0,True,True,1,4
Qualifying,OCO,31,Haas F1 Team,8.0,124.343,28.533,34.942,60.868,218.0,199.0,,204.0,SOFT,5.0,True,False,1,4
Qualifying,OCO,31,Haas F1 Team,10.0,93.538,24.344,28.064,41.13,286.0,266.0,258.0,308.0,SOFT,2.0,True,True,1,4
Qualifying,OCO,31,Haas F1 Team,11.0,122.282,29.746,34.486,58.05,230.0,215.0,,220.0,SOFT,3.0,True,False,1,4
Qualifying,OCO,31,Haas F1 Team,13.0,97.148,24.335,28.041,44.772,287.0,272.0,134.0,306.0,SOFT,2.0,True,False,12,4
Qualifying,OCO,31,Haas F1 Team,14.0,128.063,32.949,35.403,59.711,211.0,192.0,,223.0,SOFT,3.0,True,False,1,4
Qualifying,PER,11,Cadillac,2.0,97.524,25.703,29.256,42.565,269.0,261.0,263.0,305.0,SOFT,2.0,True,True,1,4
Qualifying,PER,11,Cadillac,3.0,114.254,26.92,34.345,52.989,276.0,263.0,,279.0,SOFT,3.0,True,False,1,4
Qualifying,PER,11,Cadillac,5.0,96.906,26.049,29.246,41.611,277.0,263.0,263.0,313.0,SOFT,2.0,True,True,1,4
Qualifying,PER,11,Cadillac,6.0,124.362,31.463,37.216,55.683,198.0,229.0,,245.0,SOFT,3.0,True,False,1,4
Qualifying,PIA,81,McLaren,2.0,93.99,24.536,28.205,41.249,286.0,275.0,257.0,306.0,SOFT,10.0,False,True,1,4
Qualifying,PIA,81,McLaren,3.0,121.531,29.43,33.964,58.137,231.0,117.0,,231.0,SOFT,11.0,False,False,1,4
Qualifying,PIA,81,McLaren,5.0,93.59,24.378,28.224,40.988,284.0,275.0,259.0,310.0,SOFT,2.0,True,True,1,4
Qualifying,PIA,81,McLaren,6.0,124.552,30.951,34.901,58.7,228.0,208.0,,224.0,SOFT,3.0,True,False,1,4
Qualifying,PIA,81,McLaren,8.0,93.364,24.429,27.978,40.957,280.0,275.0,258.0,309.0,SOFT,5.0,False,True,1,4
Qualifying,PIA,81,McLaren,9.0,118.249,30.71,32.719,54.82,229.0,235.0,,233.0,SOFT,6.0,False,False,1,4
Qualifying,PIA,81,McLaren,11.0,93.13,24.23,27.873,41.027,284.0,276.0,258.0,304.0,SOFT,2.0,True,True,1,4
Qualifying,PIA,81,McLaren,12.0,126.391,32.552,37.638,56.201,197.0,195.0,273.0,290.0,SOFT,3.0,True,False,1,4
Qualifying,PIA,81,McLaren,13.0,93.254,24.222,28.024,41.008,282.0,275.0,257.0,307.0,SOFT,4.0,True,False,12,4
Qualifying,PIA,81,McLaren,14.0,122.007,30.639,33.35,58.018,216.0,220.0,,228.0,SOFT,5.0,True,False,1,4
Qualifying,PIA,81,McLaren,16.0,92.55,24.12,27.729,40.701,284.0,278.0,257.0,308.0,SOFT,2.0,True,True,1,4
Qualifying,PIA,81,McLaren,17.0,116.801,29.522,32.57,54.709,233.0,220.0,,241.0,SOFT,3.0,True,False,1,4
Qualifying,PIA,81,McLaren,19.0,92.568,24.274,27.801,40.493,282.0,276.0,258.0,307.0,SOFT,2.0,True,False,1,4
Qualifying,PIA,81,McLaren,20.0,132.631,31.226,35.523,65.882,206.0,209.0,,213.0,SOFT,3.0,True,False,1,4
Qualifying,RUS,63,Mercedes,2.0,93.262,24.208,28.109,40.945,289.0,278.0,256.0,311.0,SOFT,2.0,True,True,1,4
Qualifying,RUS,63,Mercedes,3.0,131.474,38.378,37.882,55.214,180.0,263.0,,293.0,SOFT,3.0,True,False,1,4
Qualifying,RUS,63,Mercedes,5.0,92.523,24.085,27.868,40.57,285.0,270.0,258.0,317.0,SOFT,5.0,False,True,1,4
Qualifying,RUS,63,Mercedes,6.0,116.245,29.371,34.46,52.414,190.0,266.0,,296.0,SOFT,6.0,False,False,1,4
Qualifying,RUS,63,Mercedes,8.0,117.937,26.726,41.01,50.201,202.0,203.0,256.0,281.0,SOFT,2.0,True,False,12,4
Qualifying,RUS,63,Mercedes,9.0,105.617,24.539,29.898,51.18,285.0,273.0,,292.0,SOFT,3.0,True,False,21,4
Qualifying,RUS,63,Mercedes,12.0,92.286,24.012,27.783,40.491,282.0,272.0,256.0,309.0,SOFT,2.0,True,True,1,4
Qualifying,RUS,63,Mercedes,13.0,132.756,35.643,35.242,61.871,195.0,215.0,,219.0,SOFT,3.0,True,False,1,4
Qualifying,SAI,55,Williams,2.0,114.19,25.867,33.929,54.394,280.0,265.0,275.0,272.0,SOFT,2.0,True,True,1,4
Qualifying,SAI,55,Williams,3.0,95.352,24.757,28.96,41.635,283.0,273.0,256.0,318.0,SOFT,3.0,True,True,1,4
Qualifying,SAI,55,Williams,4.0,116.538,31.67,32.718,52.15,232.0,260.0,,286.0,SOFT,4.0,True,False,1,4
Qualifying,SAI,55,Williams,5.0,147.817,61.851,33.356,52.61,222.0,262.0,277.0,261.0,SOFT,1.0,True,False,1,4
Qualifying,SAI,55,Williams,6.0,96.698,26.548,28.814,41.336,282.0,272.0,255.0,321.0,SOFT,2.0,True,False,1,4
Qualifying,SAI,55,Williams,7.0,118.57,29.831,35.41,53.329,244.0,216.0,,291.0,SOFT,3.0,True,False,1,4
Qualifying,SAI,55,Williams,9.0,94.317,24.465,28.669,41.183,284.0,273.0,253.0,318.0,SOFT,2.0,True,True,1,4
Qualifying,SAI,55,Williams,10.0,123.505,30.741,33.668,59.096,229.0,227.0,,241.0,SOFT,3.0,True,False,1,4
Qualifying,STR,18,Aston Martin,2.0,97.069,25.598,29.144,42.327,278.0,271.0,253.0,293.0,SOFT,2.0,True,True,1,4
Qualifying,STR,18,Aston Martin,3.0,123.648,32.849,35.302,55.497,238.0,150.0,,264.0,SOFT,3.0,True,False,1,4
Qualifying,STR,18,Aston Martin,4.0,140.364,48.517,35.999,55.848,247.0,226.0,266.0,241.0,SOFT,1.0,True,False,1,4
